end_point,begin_year,end_year,scraper_type,whitelisted,name,state,country,govt_level,meeting_bodies
http://ma-merrimac.civicplus.com/AgendaCenter,2013,2020,civicplus,TRUE,Merrimac,MA,USA,Municipality,"['Assessors', 'Board of Health', 'Board of Light Commissioners', 'Board of Selectmen', 'Capital Planning Agendas', 'Commission on Disabilities', 'Conservation Commission', 'Finance Committee', 'Old Home Days', 'Planning Board', 'Playground Committee', 'Senior Center', 'Zoning Board of Appeals']"
http://ma-middleborough.civicplus.com/AgendaCenter,2009,2020,civicplus,TRUE,Middleborough,MA,USA,Municipality,"['Board of Selectmen', 'Agricultural Commission', 'Assawompsett Pond Complex Management Team', 'Board of Assessors', 'Board of Registrars', 'Capital Planning Committee', 'Charter Study Committee', 'Commission on Disability', 'Community Preservation Committee', 'Conservation Commission', 'Council on Aging Board of Directors', 'Council on Aging Board of Trustees/Council on Aging Finance Committee', 'Cultural Council', 'Downtown Improvement Committee', 'DPW Building Committee', 'Emergency Medical Service Committee', 'Finance Committee', 'Greater Attleboro-Taunton Regional Transit Authority', 'Green Energy Committee', 'Henry B. Burkland Elementary School - School Council', 'Historical Commission', 'Housing Authority', ""Library Ad Hoc Friends' Memorandum of Understanding Committee"", 'Library Ad Hoc Volunteer Recognition Committee', 'Library Board of Trustees', 'Library Board of Trustees (Finance Standing Committee)', 'Library Board of Trustees (Personnel Standing Committee)', 'Library Policy and By-Laws Subcommittee', 'Local Emergency Planning Committee (LEPC)', 'Mary K. Goode Elementary School - School Council', 'Memorial Early Childhood Center/School Council', 'MG&E Commissioners', 'Middleboro Park Commission', 'Middleborough Affordable Housing Authority', 'Middleborough High School - School Council', 'Middleborough High School Project: Owner/Architect/Contractor (OAC)', 'Middleborough School Committee', 'Middleborough School Committee Budget Sub-Committee', 'Middleborough School Committee Negotiations Sub-Committee', 'Middleborough School Committee Policy Sub-Committee', 'Middleborough School Committee Superintendent Evaluation Sub-Committee', 'Middleborough-Lakeville Herring Fishery Commission', 'Nichols Middle School Council', 'Office of Economic and Community Development', 'Oliver Estate Advisory Committee', 'Other Post-Employment Benefits - OPEB Fund Board of Trustees', 'Peirce Building Working Group', 'Permanent Cable Committee', 'Planning Board', 'Plymouth County Advisory Board', 'Plymouth County Commission on the Status of Women', 'Plymouth County Public Health Emergency Preparedness Coalition', 'Police Station Building Committee', 'Police Station Building Sub-Committee', 'Project Review Committee', 'Reduce Reuse Recycle Study Group', 'Region 5C PHEP executive Committee (EC) Meeting', 'School Building Committee', 'South Coast Rail Stakeholders Group', 'South Shore Recycling Cooperative', 'Tourism Committee', 'Town Clerk', 'Water Projects OPM Interview Committee', 'Weston Forest Committee', 'Zoning Board of Appeals']"
http://ma-middleton.civicplus.com/AgendaCenter,2014,2020,civicplus,TRUE,Middleton,MA,USA,Municipality,"['Board of Assessors', 'Board of Health', 'Board of Selectmen', 'Cable Advisory Committee', 'Community Preservation Committee', 'Conservation Commission', 'Council on Aging', 'Creighton Center Steering Committee', 'CREST', 'Cultural Council', 'Electric Light Commission', 'ESSEX NORTH SHORE AGRICULTURAL AND TECHNICAL SCHOOL DISTRICT', 'Essex Regional Retirement System', 'Finance Committee', 'FULLER MEADOW SCHOOL COUNCIL', 'Historical Commission', 'Housing Authority', 'HOWE-MANNING SCHOOL COUNCIL', 'HOWE-MANNING SCHOOL COUNCIL', 'Industrial and Commercial Design Review Committee', 'Library Trustees', 'Master Development Planning Committee', 'Master Plan Committee', 'Memorial Day Committee', 'MIDDLETON DEMOCRATIC TOWN COMMITTEE', 'MIDDLETON REPUBLICAN TOWN COMMITTEE', 'MUNICIPAL TAX RELIEF COMMITTEE', 'NORTHEAST MASSACHUSETTS MOSQUITO CONTROL AND WETLANDS MANAGEMENT DISTRICT', 'Planning Board', 'Public Facilities Planning & Building Committee', 'Rails to Trails Committee', 'Recreation Commission', 'REGION 3A - NORTHEAST PUBLIC HEALTH COALITION', 'School Committee', 'South Essex Sewerage District (SESD)', 'Town Clerk / Town Meeting', 'TRI-TOWN UNION SCHOOL COMMITTEE', 'Zoning Board of Appeals', 'Zoning Bylaw Study Review Committee']"
http://ma-nantucket.civicplus.com/AgendaCenter,2010,2020,civicplus,TRUE,Nantucket,MA,USA,Municipality,"['2020 Census Complete Count Committee', 'Abatement Advisory Board', 'Ad Hoc Budget Work Group', 'Advisory Committee of Non Voting Taxpayers', 'Affordable Housing Trust Fund', 'Airport Commission', 'Airport Commission, Energy & Environment Subcommittee', 'Audit Committee', 'Bicycle and Pedestrian Advisory Committee', 'Board of Health', 'Board of Registrars', 'Cable Access Advisory Committee', 'Cannabis Advisory Committee', 'Cape & Islands Water Protection Fund Board', 'Capital Program Committee', 'Cemetery Commission', 'Coastal Resiliency Advisory Committee', 'Commission on Disability', 'Community Preservation Committee', 'Compensation Committee of NRTA Advisory Board', 'Conservation Commission', 'Contract Review Committee', 'Council for Human Services', 'Council on Aging', 'County Commission', 'Cyrus Peirce Middle School', 'Finance Committee', 'Golf Capital Workgroup', 'Harbor & Shellfish Advisory Board', 'Harbor Place Transportation Study Work Group', 'HDC Organizational Focus Committee', 'Historic District Commission', 'Historic Structures Advisory Board (HDC)', 'Madaket Advisory Board (HDC)', 'Marijuana RFQ Review Committee', 'Nantucket Cultural Council', 'Nantucket Elementary School Council', 'Nantucket Genetic Mice Steering Committee', 'Nantucket High School Council Meeting', 'Nantucket Historical Commission', 'Nantucket Housing Authority', 'Nantucket Intermediate School Council', 'Nantucket Islands Land Bank Commission', 'Nantucket Public School Committee', 'Nantucket School Search Committee', 'Nantucket Water Commissioners', 'Neighborhood First Advisory Committee', 'NRTA Advisory Board', 'Open Space Zone (OPZ) Work Group', 'Our Island Home Building Committee', 'Our Island Home Work Group', 'Park and Recreation Commisssion', 'Personnel Compensation Review Committee', 'Planning & Economic Development Commission - NP&EDC', 'Planning Board', 'Polpis Harbor Municipal Property Advisory Group', 'Quad-Council Meeting', 'Real Estate Assessment Committee', 'Roads and Rights of Way Committee', 'Scholarship Committee', 'School Building Construction Meeting', 'Sconset Advisory Board (HDC)', 'Select Board', 'Senior Center Committee', 'Sewer Planning Work Group', 'Shellfish Management Plan Oversight Committee', 'Siasconset Water Commissioners', 'Sign Advisory Council (HDC)', 'Space Needs Work Group', 'Town Administration - Harbor Place', 'Town Government Study Committee', 'Traffic Safety Work Group', 'Tree Advisory Committee', 'Tuckernuck Advisory Board', 'Visitor Services & Information Advisory Committee', 'Zoning Board of Appeals']"
http://ma-natick.civicplus.com/AgendaCenter,2010,2020,civicplus,TRUE,Natick,MA,USA,Municipality,"['Affordable Housing Trust Fund Board of Trustees', 'Audit Advisory Committee', 'Board of Assessors', 'Board of Health', 'Board of Selectmen', 'Cable Advisory Committee', 'Charter and By-law Review Committee', 'Cochituate Rail Trail Advisory Committee', 'Commission on Disability', 'Community Development Advisory Committee', 'Community Services Advisory Committee', 'Conservation Commission', 'Conservation Fund Study Committee', 'Council on Aging', 'Design Review Board', 'Economic Development Committee', 'Elderly & Disabled Taxation Fund Committee', 'Electronic Voting Committee', 'Facilities Management Oversight Committee', 'Finance Committee', 'Financial Planning Committee', 'Fire Chief Screening Committee', 'Golf Course Oversight Committee', 'Historic District Commission', 'Historical Commission', 'Housing Authority', 'Information Systems Advisory Board', 'Information Technology', 'Local Emergency Planning Committee', 'Master Plan Advisory Commitee', 'Mathworks Scholarship Committee', 'MBTA Station Advisory Committee', 'Medical Reserve Corps', 'Morse Institute Library Board of Trustees', 'Natick Contributory Retirement Board', 'Natick Cultural Council', 'Open Space Advisory Committee', 'Opioid Task Force', 'Parking Advisory Committee', 'Personnel Board', 'Planning Board', 'Pleasant Street Zoning Classification Committee', 'Recreation & Parks', 'Recreation & Parks Commission', 'Registrars of Voters', 'Rink Oversight Committee', 'Safety Committee', 'Sawin House Advisory Committee', 'School Committee', 'School Council Meetings (All schools)', 'Senior Property Tax Exemption Committee', 'Sustainability Committee', 'Tiny House Study Committee', 'Town Administrator Screening Committee', 'Town Counsel Screening Committee', 'Town Counsel Study Committee', 'Town Forest Committee', 'Trails Maintenance Committee', 'Transportation Advisory Committee', 'West Natick Fire Station Building', 'Youth Advisory Board', 'Zoning Board of Appeals']"
http://ma-needham.civicplus.com/AgendaCenter,2007,2017,civicplus,TRUE,Needham,MA,USA,Municipality,['Technology Advisory Board']
http://ma-northampton.civicplus.com/AgendaCenter,2012,2020,civicplus,TRUE,Northampton,MA,USA,Municipality,"['Public Shade Tree Commission', 'Agriculture Commission', 'Arts Council', 'Bicycle and Pedestrian Subcommittee', 'Board of Almoners', 'Board of Assessors', 'Board of Health', 'Board of Registrars (Formerly Northampton Registrar of Voters)', 'Bridge Street School Council', 'CCE Plus Taskforce', 'Central Business Architecture', 'Channel Markers Commission', 'Charter Review Committee', 'City Council', 'City Council 2', 'City Council Committee on City Services', 'City Council Committee on Community Resources', 'City Council Committee on Economic & Community Development, Housing and Land Use-2014-2015', 'City Council Committee on Finance', 'City Council Committee on Legislative Matters', 'City Council Committee on Public Safety', 'City Council Committee on Public Works and Utitlities', 'City Council Committee on Rules, Orders, Appointments, and Ordinances', 'City Council Committee on Social Services, Veterans, Culture, and Recreation 2014-2015', 'City Council Select Committee on Pesticide Reduction', 'City Council/School Committee Conference Committee', 'Committee on Rules, Ordinances, and Orders', 'Committee on Social Services and Veterans Affairs', 'Commonwealth of Massachusetts', 'Community Action Pioneer Valley Board Meeting', 'Community Development Block Grant (CDBG) Public Hearings', 'Community Preservation Committee', 'Conservation Commission', 'Coolidge Standing Committee', 'Council on Aging Board', 'Disability Commission', 'Energy & Sustainability Commission', 'Forbes Library', ""Forbes Library Children's & Young Adult Space Expansion Planning Committee"", 'Forbes Library Landscaping & Grounds Committee', 'Fountain Subcommittee', 'Franklin Hampshire Regional Workforce Board', 'Hampshire Franklin Commission on the Status of Women & Girls', 'Historical Commission', 'Housing Partnership', 'Human Rights Commission', 'Jackson Street School Council', 'Joint City Council and School Committee meetings', 'Leeds Elementary School Council', 'License Commission', 'Massachusetts State Postings', ""Mayor's Youth Commission"", 'Next Step Collaborative', 'Northampton Community Partnerships for Children/Coordinated Family and Community Engagement Council', 'Northampton High School School Council', 'Northampton Housing Authority', 'Northampton Prevention Coalition', 'Northampton Public Schools Health Services Department', 'Northampton Redevelopment Authority', 'Northampton Retirement Board', 'Northampton School Committee', 'Northampton School Committee Ad Hoc Screen Time Subcommittee', 'Northampton School Committee Budget & Property Subcommittee', 'Northampton School Committee Curriculum Subcommittee', 'Northampton School Committee Negotiating Subcommittee', 'Northampton School Committee Rules & Policy Subcommittee', 'Northampton School Committee Student Advisory Council', 'Northampton School Committee Superintendent Evaluation Team', 'Parks & Recreation Commission (Formerly Recreation Commission)', 'Pioneer Valley Planning Commission', 'Planning and Sustainability ad hoc public meetings and forums', 'Planning Board', 'R.K. Finn Ryan Road School Council', 'Reuse Committee', 'Smith Vocational and Agricultural Board of Trustees', 'Smith Vocational And Agricultural High School Superintendent Selection Committee', 'State Hospital Citizen Advisory Committee', 'Transportation & Parking Commission', 'Trust Fund Committee', 'Trustees of Lilly Library', 'Various Regional Boards & Committees', 'Youth Commission', 'Zoning Board of Appeals']"
http://ma-oakbluffs.civicplus.com/AgendaCenter,2006,2020,civicplus,TRUE,Oak Bluffs,MA,USA,Municipality,"['Affordable Housing Committee', 'Board of Assessors', 'Board of Health', 'Board of Selectmen', 'Capital Program Committee', 'Cemetery Commission', 'Community Development Council', 'Community Preservation Committee', 'Conservation Commission', 'Copeland Plan Review Committee', 'Cottage City Historic District Commission', 'Dukes Conservation District', 'Finance & Advisory Committee', 'Land Bank Advisory Board', 'Library Board of Trustees', 'Parks Commission', 'Personnel Board', 'Planning Board', 'Roads & Byways', 'School Committee', 'Shellfish Committee', 'Sign Review Committee', 'Town Hall Building Committee', 'Wastewater Department', 'Zoning Board of Appeals']"
http://ma-pepperell.civicplus.com/AgendaCenter,1899,2020,civicplus,TRUE,Pepperell,MA,USA,Municipality,"['Affordable Housing Committee', 'Agricultural Advisory Board', 'Assessors, Board of', 'Board of Health', 'Board of Public Works', 'Board of Registrars', 'Building Committee', 'Cable Television Advisory Committee', 'Capital Program Committee', 'Charter Review Committee', 'Conservation Commission', 'Council on Aging', 'Cultural Council', 'Economic Development Advisory Committee', 'Finance Committee', 'Fire Chief Search Committee', 'Fire Engineers, Board of', 'Fire Officers, Board of', 'Greater Lowell Comprehensive Economic Development Strategy (CEDS) Committee', 'Hazel Brooks Trust Fund Committee', 'Historical Commission', 'Housing Authority', 'Information Systems Technology Committee', 'Lawrence Library Board of Trustees', 'Light, Air And Noise By-Law Committee', 'Lowell Regional Transit Authority (LRTA)', 'Master Plan Advisory Committee -  Climate Change Resiliency and Sustainability Work Group', 'Master Plan Committee', 'MVP Advisory Group', 'Nashoba Associated Boards of Health', 'Nashoba Valley Technical School District', 'North Central Workforce Board', 'North Middlesex Area Emergency Planning Committee', 'North Middlesex Council of Governments', 'North Middlesex Regional School District', 'Northern Massachusetts Municipal Gas Pipeline Coalition', 'Northern Middlesex Metropolitan Planning Organization', 'Northern Middlesex Regional Emergency Communications Center (NMRECC) District', 'NPS Partnership Nashua Wild & Scenic River Study Committee', 'Personnel Board', 'Peter Fitzpatrick Feasibility Committee', 'Planning Board', 'Planning Board - Zoning Study Group', ""Proprietor's Meeting"", 'Recreation Commission', 'Regional 911 Emergency Communications District Planning Committee', 'School Committee - North Middlesex', 'Select Board', 'Town Administrator Search Committee', 'Town Forest Committee', 'Upper Middlesex Commission on the Status of Women', 'Zoning Board of Appeals']"
http://ma-provincetown.civicplus.com/AgendaCenter,2013,2013,civicplus,TRUE,Provincetown,MA,USA,Municipality,['Selectmen Agenda Packet']
http://ma-sandwich.civicplus.com/AgendaCenter,2013,2020,civicplus,TRUE,Sandwich,MA,USA,Municipality,"['Bikeway & Pedestrian Committee', 'Board of Appeals', 'Board of Assessors', 'Board of Health', 'Board of Selectmen', 'Cable Television Advisory Committee', 'Capital Improvement Planning Committee', 'Cemetery Commission', 'Commission on Disability', 'Community Preservation Committee', 'Conservation Commission', 'Council on Aging Board of Directors', 'Cultural Council', 'Energy Committee', 'Finance Committee', 'Glass Town Cultural District Steering Committee', 'Golf Advisory Committee', 'Historic District Committee', 'Historical Commission', 'Local Comprehensive Plan Steering Committee', 'Local Emergency Planning Committee', 'North Sagamore Water District', ""Old King's Highway Regional Historic District Commission"", 'Personnel Board', 'Planning Board', 'Public Library Board of Trustees', 'Recreation Committee', 'Sandwich Economic Initiative Corporation', 'Sandwich Housing Authority Board', 'Sandwich Substance Abuse Committee', 'Sandwich Water District', 'School Committee', 'Town Clerk Notices', 'Town Moderator', 'Tree Warden Notices', 'Upper Cape Tech School Committee', 'Visitors Services Board', 'Water Quality Advisory Committee', 'Weston Memorial Fund', 'Wing School Repurposing Feasibility Study']"
http://ma-shrewsbury.civicplus.com/AgendaCenter,2011,2020,civicplus,TRUE,Shrewsbury,MA,USA,Municipality,"['Beal Early Childhood Center Building Committee', 'Beal Early Childhood Center OPM Selection Sub-Committee', 'Beal RFP Committee', 'Board of Assessors', 'Board of Health', 'Board of Library Trustees', 'Board of Selectmen', 'Commission on Disabilities', 'Complete Streets Committee', 'Conservation Commission', 'Council on Aging Board', 'Cultural Council', 'Electronic Voting Study Committee', 'Finance Committee', 'Fiscal Study Committee', 'Historic District Commission', 'Historic Preservation Committee', 'Historical Commission', 'Home Heating Working Group', 'Insurance Advisory Committee', 'Lake Quinsigamond Commission', 'Library Building Committee', 'Library Director Search Committee', 'Master Plan Implementation Committee', 'Master Plan Steering Committee', 'Open Space & Recreation Plan Committee', 'Parks & Cemetery Commission', 'Personnel Board', 'Planning Board', 'Police Station & Municipal Campus Building Committee', 'Public Lands Committee', 'Retirement Board', 'SELCO Commission', 'Sewer Commission', 'Sherwood Middle School Building Committee', 'Shrewsbury Development Corporation', 'Soldiers Memorial Commission', 'Spring Street School Building Committee', 'Targeted Zoning Committee', 'Town Meetings', 'Trails Committee', 'Zoning Board of Appeals']"
http://ma-southhadley.civicplus.com/AgendaCenter,2007,2020,civicplus,TRUE,South Hadley,MA,USA,Municipality,"['Appropriations Committee', 'Bike/Walk Committee', 'Board of Assessors', 'Board of Health', 'Board of Registrar of Voters', 'Bylaw Review Committee', 'Cable Advisory Committee', 'Canal Park Committee', 'Capital Planning Committee', 'Commission on Disabilities', 'Community & Economic Development Commission', 'Connecticut River Scenic Byway Committee', 'Conservation Commission', 'Council on Aging', 'Cultural Council', 'Democratic Town Committee', 'Electric Light Department', 'Fire District 1', 'Fire District 2', 'Franklin Hampshire Regional Employment Board, Inc', 'Golf Commission', 'GRO South Hadley', 'Hampshire County Retirement Board', 'Hampshire-Franklin Commission on  the Status of Women', 'Historical Commission', 'Historical District Study Committee', 'Housing Authority', 'Insurance Advisory Committee', 'Master Plan Implementation Committee', 'Mount Holyoke Range Advisory Committee', 'Open Space Committee', 'Planning Board', 'Public Library', 'Public Schools', 'PVTA', 'Recreation Commission', 'Redevelopment Authority', 'Rise of the Falls Facilitation Group', 'Selectboard', 'Senior Center Building Committee', 'Solid Waste Advisory Committee', 'Sustainability & Energy Commission', 'Town Clerk', 'Town Meeting', 'Town Meeting Review Committee', 'Tree Committee', 'Trustees of the Old Firehouse Museum', 'Veterans', 'Wellness Commitee', 'Youth Commission', 'Zoning Board of Appeals']"
http://ma-watertown2.civicplus.com/AgendaCenter,2017,2020,civicplus,TRUE,Watertown,MA,USA,Municipality,"['Licensing', 'Town Clerk']"
http://ma-watertownlibrary.civicplus.com/AgendaCenter,2014,2017,civicplus,TRUE,Watertown Library,MA,USA,Other,['Board of Trustees']
http://ma-watertownparksandrec.civicplus.com/AgendaCenter,2017,2017,civicplus,TRUE,Watertown Parks and Rec,MA,USA,Other,['Victory AD Hoc']
http://ma-webster.civicplus.com/AgendaCenter,2014,2020,civicplus,TRUE,Webster,MA,USA,Municipality,"['Americans With Disabilities Act (ADA) Commission', 'Audit Committee', 'Board of Health', 'Board of Library Trustees', 'Board of Registrars', 'Board of Selectmen', 'Bylaw Review Committee', 'Cable Advisory Board', 'Conservation Commission', 'Contributory Retirement System', 'Council on Aging', 'Cultural Council', 'Economic Development Committee', 'Finance Committee', 'Historical Commission', 'Housing Authority (minutes can be found here: www.websterhousingma.com)', 'OPEB Trust Fund Committee', 'Park Avenue Elementary School Council', 'Personnel Advisory Board', 'Planning Board', 'Public Safety Committee', 'Recreation Committee', 'Redevelopment Authority', 'School Building Committee', 'School Committee (minutes can be found here: www.webster-schools.org/Page/107)', 'SWCCC Board of Directors', 'SWCCC Operations', 'Water Sewer Commission', 'Webster Middle School Council', 'Zoning Board of Appeals']"
http://ma-wellesley.civicplus.com/AgendaCenter,2013,2020,civicplus,TRUE,Wellesley,MA,USA,Municipality,"['Board of Selectmen', '900 Worcester Street Committee', 'Advisory Committee', 'Audit Committee', 'Board of Assessors', 'Board of Health', 'Board of Library Trustees', 'Board of Public Works', 'Community Preservation Committee', 'Council on Aging', 'Cultural Council', 'Denton Road Neighborhood Conservation District', 'Design Review Board', 'Facilities Management Department', 'Fuller Brook Park Coordinating Committee (Dissolved)', 'HHU Master Plan Committee (Dissolved)', 'Historic District Commission', 'Historical Commission', 'Housing Development Corporation', 'Human Resources Board', 'Miscellaneous Committees', 'Municipal Light Board', 'Natural Resources Commission (NRC)', 'Permanent Building Committee', 'Planning Board', 'Playing Fields Task Force', 'Recreation Commission', 'Retirement Board', 'School Building Committee - HHU', 'School Committee', 'School Councils', 'Sustainable Energy Committee', 'Town Government Study Committee (Dissolved)', 'Trails Committee', 'Unified Plan Steering Committee', 'Wellesley Housing Authority', 'Wetlands Protection Committee', 'Youth Commission', 'Zoning Board of Appeals']"
http://ma-westfield.civicplus.com/AgendaCenter,2012,2020,civicplus,TRUE,Westfield,MA,USA,Municipality,"['City Council', 'Barnes Aquifer Protection Advisory Committee', 'Board of Assessors', 'Board of Health', 'Board of Public Works', 'Board of Registars', 'Cable Television Commission', 'City Council Business Development Committee (Ad Hoc)', 'City Council Charter and Rules Committee (Ad Hoc)', 'City Council City Properties Committee', 'City Council Finance Committee', 'City Council Governmental Relations Committee', 'City Council Legislative and Ordinance Committee', 'City Council License Committee', 'City Council Long Range Financial Overview Committee', 'City Council Natural Resources Committee', 'City Council Personnel Action Committee', 'City Council Public Health and Safety Committee', 'City Council Zoning, Planning and Development Committee', 'City Engineer', 'City of Westfield Personnel Department', 'Commission for Citizens with Disabilities', 'Community Action Pioneer Valley', 'Community Development', 'Community Preservation Committee', 'Conservation Commission', 'Council On Aging', 'Emergency Planning Committee', 'Eversource Energy', 'Fire Commission', 'Flood Control Commission', 'Franklin Avenue Project School Building Committee Meeting', 'Hampden and Hampshire Conservation District Administrator', 'Hampden and Hampshire County Conservation District', 'Hampden Charter School of Science', 'Hampden County Commission on the Status of Women and Girls', 'Historical Commission', 'License Commission', 'Municipal Light Board', 'Off-Street Parking Commission', 'Open Space and Recreation Plan Committee', 'Parks and Recreation Commission', 'Personnel Department', 'Pioneer Valley Planning Commission', 'Pioneer Valley Transit Authority', 'Planning Board', 'Police Commission', 'Public Safety Communications Commission', 'Retirement Board', 'School Committee', 'School Committee Subcommittee', 'Traffic Commission', 'Volunteers in Public Schools', 'Water Commission', 'Westfield Airport Commission', 'Westfield Cultural Council', 'Westfield Housing Authority', 'Westfield Redevelopment Authority', 'Westfield Technical Academy', 'Youth Commission', 'Zoning Board of Appeals']"
http://ma-weston.civicplus.com/AgendaCenter,2006,2020,civicplus,TRUE,Weston,MA,USA,Municipality,"['Affordable Housing Trust', 'Agricultural Commission', 'Board of Assessors', 'Board of Health', 'Board of Library Trustees', 'Board of the Council on Aging', 'Cable Advisory Committee', 'Commissioners of Trust Funds', 'Community Preservation Committee', 'Conservation Commission', 'Crescent Street Historic District Commission', 'Elderly Housing Committee', 'Finance Committee', 'Historical Commission', 'MetroWest Regional Transit Authority Board', 'Open Space and Recreation Plan Committee', 'PAYT Working Group', 'Permanent Building Committee', 'Planning Board', 'Rail Trail Advisory Committee', 'Recreation Commission', 'Recreation Master Plan Steering Committee', 'School Committee', 'Select Board', 'Stormwater Permitting Authority', 'Sustainability Committee', 'Town Center Project Working Group', 'Town Meeting Warrants', 'Traffic & Sidewalk Committee', 'Tree Advisory Group', 'Trustees of the Merriam Fund', ""West Suburban Veterans' District"", 'Weston Alternative Voting Exploratory Committee', 'Weston Art and Innovation Center Advisory Board', 'Weston Cultural Council', 'Weston Emergency Reserve Corps', ""Weston Veterans' Memorial Educational Fund"", 'Zoning Board of Appeals']"
http://ma-whitman.civicplus.com/AgendaCenter,2009,2020,civicplus,TRUE,Whitman,MA,USA,Municipality,"['Abington-Whitman Community Development Advisory Committee', 'Board of Assessors', 'Board of Health', 'Board of Library Trustees', 'Board of Registrars', 'Board of Selectmen', 'Board of Zoning Appeals', 'Brockton Area Workforce Investment Board', 'Budget Override Evaluation Committee', 'Building Projects Committee', 'Buildings, Facilities and Capital Expenditures', 'By-law Study Committee', 'Capital Improvement Advisory Committee', 'Central Plymouth County Water District Committee', 'Conservation Commission', 'Cultural Council', 'Economic Development Committee', 'Electronic Voting Study Committee', 'Massachusetts Association of Agricultural Commissions', 'Massachusetts Department of Transportation', 'Massachusetts Gaming Commission', 'North River Collaborative', 'Old Colony Planning Council', 'Planning Board', 'Plymouth County Advisory Board', 'Plymouth County Commission on the Status of Women', 'Plymouth County Public Health Coalition', 'Plymouth County Public Health Emergency Preparedness Coalition', 'Public Works Commission', 'Recreation Commission', 'Sachem Rock Regional Emergency Planning Zone', 'South Shore Recycling Cooperative', 'South Shore Regional School District Committee', 'Town Clerk', 'Town Meeting', 'Whitman Council on Aging', 'Whitman Finance Committee', 'Whitman Historical Commission', 'Whitman Housing Authority', 'Whitman-Hanson Regional School Committee']"
http://ma-wilbraham.civicplus.com/AgendaCenter,2012,2020,civicplus,TRUE,Wilbraham,MA,USA,Municipality,"['250th Anniversary Committee', 'Advisory Board of Health', 'Agricultural Commission', 'Ambulance Oversight Committee', 'Board of Assessors', 'Board of Registrars', 'Board of Selectmen', 'Board of Water Commissioners', 'Broadband Committee', 'By-Law Study Committee', 'Cable TV Advisory Committee', 'Capital Planning Committee', 'Cemetery Commission', 'Commission on Disability', 'Community Preservation Committee', 'Conservation Commission', 'Council on Aging', 'Cultural Council', 'Democratic Town Committee', 'Economic Development Initiative Steering Committee', 'Election Commission', 'Finance Committee', 'Fire Captain Interview Panel', 'Fire Chief Search Committee', 'Fire Commissioners', 'Hampden County Commission On The Status Of Women and Girls', 'Hampden County Regional Retirement Board', 'Hampden Hampshire Conservation District', 'Historical Commission', 'HWRSD Audit Subcommittee', 'HWRSD Budget Roundtable Group', 'HWRSD Common Core Evaluation Subcommittee', 'HWRSD Curriculum Subcommittee ', 'HWRSD Facilities Subcommittee', 'HWRSD Finance & Operations Subcommittee', 'HWRSD Goal Setting Subcommittee', 'HWRSD Memorial School Study Subcommittee', 'HWRSD Middle School Task Force', 'HWRSD Negotiations Subcommittee', 'HWRSD Policy Subcommittee', 'HWRSD School Committee', 'HWRSD School Committee Fund Development Subcommittee', 'HWRSD Superintendent Evaluation Subcommittee', 'HWRSD Technology Subcommittee', 'Insurance Advisory Committee', 'Library Board of Trustees', 'Library Board of Trustees Policy Review Subcommittee', 'Mile Tree School Council', 'Open Space and Recreation Plan Committee', 'Parks & Recreation Commission', 'Personnel Advisory Board', 'Pioneer Valley Transit Authority Advisory Board', 'Planning Board', 'Police Chief Search Committee', 'Police Station Building Committee', 'Public Access TV Committee', 'Regional 911 Emergency Communication District Planning Committee', 'Regional Government Meeting', 'Scantic Valley Regional Health  Trust', 'Senior Center Building Committee', 'Senior Center Feasibility Committee', 'Solid Waste Advisory Committee', 'Stormwater Committee', 'Vision Action Team', 'Vision Task Force', 'Vision Task Force Steering Committee', 'Wilbraham Housing Authority', 'Zoning Board of Appeals']"
